"cat_no","context","figure_num","gender","qualifier","n_descriptors","n_in_dict","coverage_pct","dirmean_Warmth","dirmean_Competence","dirmean_Sociability","dirmean_Morality","dirmean_Ability","dirmean_Assertiveness","dirmean_Status","dirmean_Beliefs","dirmean_health","dirmean_deviance","dirmean_beauty","dirmean_Politics","dirmean_Religion","n_dirmean_Warmth","n_dirmean_Competence","n_dirmean_Sociability","n_dirmean_Morality","n_dirmean_Ability","n_dirmean_Assertiveness","n_dirmean_Status","n_dirmean_Beliefs","n_dirmean_health","n_dirmean_deviance","n_dirmean_beauty","n_dirmean_Politics","n_dirmean_Religion","asymmetry"
"P005970","secular",5,"Male","",24,12,50,0.5,0.125,0.666666666666667,0,0.75,-0.5,1,NA,NA,NA,NA,NA,NA,4,4,3,1,2,2,1,0,0,0,0,0,0,0.375
"P005973","religious",1,"Female","",33,21,63.6363636363636,0.5,0.25,0.555555555555556,0,0.833333333333333,-1,0.5,0.25,NA,-1,NA,-0.5,1,10,6,9,1,3,3,2,2,0,1,0,1,1,0.25
"P005973","religious",2,"Unknown","Baby",21,13,61.9047619047619,0.4,0.1,0.666666666666667,0.333333333333333,0.5,0,1,NA,NA,NA,NA,NA,NA,5,5,3,3,1,4,1,0,0,0,0,0,0,0.3
"P005973","religious",3,"Unknown","Angel",30,18,60,0.111111111111111,0.875,0.4,0,0.833333333333333,1,0.5,1,NA,NA,NA,NA,1,9,4,5,5,3,1,1,3,0,0,0,0,3,-0.763888888888889
"P005974","secular",1,"Female","",57,34,59.6491228070175,0.272727272727273,0.653846153846154,0.444444444444444,-0.5,0.9375,0.333333333333333,1,1,NA,NA,NA,1,NA,11,13,9,2,8,6,5,2,0,0,0,2,0,-0.381118881118881
"P005975","secular",1,"Female","",37,21,56.7567567567568,0.2,0.483333333333333,0.666666666666667,-0.5,0.833333333333333,0.333333333333333,0.777777777777778,NA,NA,NA,NA,NA,NA,5,10,3,2,3,7,3,0,0,0,0,0,0,-0.283333333333333
"P005975","secular",2,"Male","",43,23,53.4883720930233,0,0.916666666666667,0,0,0.875,1,1,NA,-1,NA,NA,NA,NA,5,6,2,3,4,2,4,0,1,0,0,0,0,-0.916666666666667
"P005977","secular",1,"Male","",36,20,55.5555555555556,0.666666666666667,0.566666666666667,1,0.5,0.875,0.454545454545455,1,NA,NA,NA,NA,NA,NA,3,15,1,2,4,11,2,0,0,0,0,0,0,0.1
"P005980","secular",1,"Male","",19,9,47.3684210526316,0,0.333333333333333,0,NA,1,0,1,NA,NA,NA,NA,NA,NA,1,3,1,0,1,2,2,0,0,0,0,0,0,-0.333333333333333
"P005980","secular",2,"Female","",21,13,61.9047619047619,0.666666666666667,-0.0714285714285714,1,0.5,0.833333333333333,-0.75,1,NA,NA,NA,NA,NA,NA,3,7,1,2,3,4,1,0,0,0,0,0,0,0.738095238095238
"P005980","secular",3,"Male","",19,10,52.6315789473684,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,4,0,1,1,3,2,0,0,0,0,0,0,0
"P005980","secular",4,"Female","",18,8,44.4444444444444,1,0,1,NA,1,-1,1,NA,NA,NA,NA,NA,NA,1,2,1,0,1,1,1,0,0,0,0,0,0,1
"P005980","secular",5,"Male","",18,10,55.5555555555556,0.333333333333333,1,0.333333333333333,NA,1,1,1,NA,NA,NA,NA,NA,NA,3,3,3,0,1,2,1,0,0,0,0,0,0,-0.666666666666667
"P005981","secular",1,"Male","",30,15,50,0,0.722222222222222,0,NA,1,0.583333333333333,0.888888888888889,NA,NA,NA,NA,NA,NA,1,6,1,0,2,4,6,0,0,0,0,0,0,-0.722222222222222
"P005982","religious",1,"Male","",34,20,58.8235294117647,0.666666666666667,0.863636363636364,0.5,0.75,0.916666666666667,0.8,0.9,NA,NA,NA,NA,NA,NA,6,11,2,4,6,5,5,0,0,0,0,0,0,-0.196969696969697
"P005983","religious",1,"Male","",34,20,58.8235294117647,0.25,0.883333333333333,0.333333333333333,0,0.9,0.555555555555556,0.69047619047619,NA,NA,NA,NA,NA,NA,4,10,3,1,5,6,7,0,0,0,0,0,0,-0.633333333333333
"P005984","religious",1,"Female","",32,16,50,0.666666666666667,0.916666666666667,0.75,0.5,0.9,1,1,NA,NA,NA,NA,NA,NA,6,6,4,2,5,1,3,0,0,0,0,0,0,-0.25
"P005985","religious",1,"Male","",15,7,46.6666666666667,0.666666666666667,-0.166666666666667,1,0.5,0.5,-0.5,NA,1,NA,NA,NA,NA,1,3,3,1,2,1,2,0,1,0,0,0,0,1,0.833333333333333
"P005985","religious",2,"Male","",19,7,36.8421052631579,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,3,2,0,2,1,1,0,0,0,0,0,0,0
"P005985","religious",3,"Male","",13,7,53.8461538461538,1,0.666666666666667,1,1,1,0.5,1,NA,NA,NA,NA,NA,NA,2,3,1,1,1,2,1,0,0,0,0,0,0,0.333333333333333
"P005985","religious",4,"Male","",13,5,38.4615384615385,0,NA,0,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,0,1,0,0,0,2,1,0,0,0,0,1,NA
"P005985","religious",5,"Male","",14,6,42.8571428571429,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,1,0,0,0,0,0,0,NA
"P005986","religious",1,"Male","",23,16,69.5652173913043,0,0.8,0,NA,1,0.75,1,NA,NA,NA,NA,NA,NA,2,5,2,0,1,4,2,0,0,0,0,0,0,-0.8
"P005986","religious",2,"Male","",22,10,45.4545454545455,0,-0.3,NA,0,0.75,-1,1,NA,NA,NA,NA,NA,NA,1,5,0,1,2,3,1,0,0,0,0,0,0,0.3
"P005986","religious",3,"Female","",25,17,68,1,0.333333333333333,1,1,0.333333333333333,NA,1,0,-1,NA,NA,0,NA,3,3,2,1,3,0,1,1,1,0,0,1,0,0.666666666666667
"P005986","religious",4,"Male","",23,13,56.5217391304348,0,0.375,0,0,0.75,-1,1,NA,NA,NA,NA,NA,NA,2,4,1,1,2,2,1,0,0,0,0,0,0,-0.375
"P005988","religious",1,"Female","",20,11,55,0.333333333333333,0,0,1,1,-1,1,NA,NA,NA,NA,NA,NA,3,4,2,1,1,3,1,0,0,0,0,0,0,0.333333333333333
"P005988","religious",2,"Female","",30,15,50,0.5,0.6,0.8,0,0.5,1,1,0,NA,NA,NA,0,NA,6,5,5,2,4,2,2,1,0,0,0,1,0,-0.1
"P005988","religious",3,"Male","",33,18,54.5454545454545,0.2,0.5,0,0.25,0.375,1,1,0.5,NA,NA,NA,0,1,5,5,1,4,4,1,7,2,0,0,0,1,1,-0.3
"P005988","religious",4,"Male","",26,8,30.7692307692308,0,0.1,NA,0,0.75,-0.333333333333333,1,NA,NA,NA,NA,NA,NA,1,5,0,1,2,3,1,0,0,0,0,0,0,-0.1
"P005988","religious",5,"Male","",27,13,48.1481481481481,0.6,0.5,0.5,0.666666666666667,0.875,-1,1,NA,NA,NA,NA,NA,NA,5,5,2,3,4,1,4,0,0,0,0,0,0,0.1
"P005989","religious",1,"Male","",34,25,73.5294117647059,0.6,0.954545454545455,0.666666666666667,0.5,0.9,0.666666666666667,0.9,1,NA,NA,NA,NA,1,5,11,3,2,5,6,5,1,0,0,0,0,1,-0.354545454545455
"P005992","secular",1,"Male","",31,17,54.8387096774194,0.6,0.476190476190476,0.6,NA,1,0.266666666666667,0.833333333333333,NA,NA,NA,NA,NA,NA,5,7,5,0,2,5,4,0,0,0,0,0,0,0.123809523809524
"P005992","secular",2,"Female","",18,12,66.6666666666667,0.8,0.0833333333333333,1,0.5,0.833333333333333,-0.25,NA,NA,NA,NA,NA,NA,NA,5,6,3,2,3,4,0,0,0,0,0,0,0,0.716666666666667
"P005993","religious",1,"Female","",23,9,39.1304347826087,0.333333333333333,0.5,0.333333333333333,NA,NA,0.5,1,-0.5,NA,-1,NA,-0.5,NA,3,2,3,0,0,2,1,1,0,1,0,1,0,-0.166666666666667
"P005993","religious",2,"Male","",12,6,50,NA,-1,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,2,0,0,0,0,0,0,0,NA
"P005994","secular",1,"Female","",44,19,43.1818181818182,0.333333333333333,0.944444444444444,0.5,0,0.875,0.6,0.875,NA,NA,NA,NA,NA,NA,3,9,2,1,4,5,4,0,0,0,0,0,0,-0.611111111111111
"P005995","secular",1,"Male","",41,26,63.4146341463415,0.5,0.819444444444445,0.5,0.5,0.875,0.791666666666667,0.866666666666667,NA,-1,NA,NA,NA,NA,3,12,1,2,4,8,5,0,1,0,0,0,0,-0.319444444444445
"P005996","secular",1,"Male","",20,14,70,0,0.9,-0.5,0.5,0.75,1,1,NA,NA,NA,NA,NA,NA,4,5,2,2,2,3,3,0,0,0,0,0,0,-0.9
"P005996","secular",2,"Female","",16,7,43.75,0,0.375,NA,0,0.75,-1,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,2,2,0,0,0,0,0,0,0,-0.375
"P005996","secular",3,"Male","",23,11,47.8260869565217,0,1,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,2,3,2,0,1,2,0,0,1,0,0,0,0,-1
"P005996","secular",4,"Male","",25,16,64,0.75,0.547619047619048,1,0.666666666666667,0.833333333333333,0.333333333333333,0.777777777777778,0,NA,NA,NA,0,NA,4,7,1,3,3,4,3,1,0,0,0,1,0,0.202380952380952
"P005996","secular",5,"Female","",23,17,73.9130434782609,0.8,0.875,1,0.5,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,5,4,3,2,3,1,1,0,0,0,0,0,0,-0.075
"P005998","religious",1,"Male","",25,12,48,0.666666666666667,0.8,0.666666666666667,NA,1,0.5,1,NA,NA,NA,NA,NA,NA,3,5,3,0,3,2,3,0,0,0,0,0,0,-0.133333333333333
"P005998","religious",2,"Male","",20,9,45,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,5,1,0,5,1,1,0,0,0,0,0,0,0
"P006000","secular",1,"Female","",33,22,66.6666666666667,0.8,0.75,0.8,NA,1,0.6,0.875,1,NA,NA,NA,1,NA,5,8,5,0,4,5,4,1,0,0,0,1,0,0.05
"P006001","secular",1,"Male","",30,16,53.3333333333333,0.4,0.928571428571429,0.333333333333333,0.5,0.875,1,1,NA,NA,NA,NA,NA,NA,5,7,3,2,4,3,4,0,0,0,0,0,0,-0.528571428571429
"P006001","secular",2,"Female","",28,12,42.8571428571429,0.8,0.833333333333333,1,0.5,0.833333333333333,NA,1,NA,NA,NA,NA,NA,NA,5,3,3,2,3,0,2,0,0,0,0,0,0,-0.0333333333333333
"P006001","secular",3,"Male","",25,14,56,0.5,0.3,0.666666666666667,0,0.833333333333333,-0.5,1,NA,NA,NA,NA,NA,NA,4,5,3,1,3,2,3,0,0,0,0,0,0,0.2
"P006001","secular",4,"Female","",29,15,51.7241379310345,0.5,0.916666666666667,0,0.666666666666667,0.875,1,1,-0.5,NA,-1,NA,-0.5,NA,4,6,1,3,4,2,3,1,0,1,0,1,0,-0.416666666666667
"P006001","secular",5,"Male","",19,11,57.8947368421053,0.8,0.25,1,0.5,0.875,-1,1,NA,NA,NA,NA,NA,NA,5,6,3,2,4,2,2,0,0,0,0,0,0,0.55
"P006004","secular",1,"Female","",29,20,68.9655172413793,0.625,0.916666666666667,0.714285714285714,0,0.833333333333333,1,1,-1,1,NA,1,-1,NA,8,6,7,1,3,4,3,1,1,0,1,1,0,-0.291666666666667
"P006004","secular",2,"Male","",26,17,65.3846153846154,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,5,2,0,1,4,2,0,0,0,0,0,0,0
"P006004","secular",3,"Female","",24,14,58.3333333333333,0.833333333333333,1,0.833333333333333,NA,1,NA,1,NA,NA,NA,NA,NA,NA,6,2,6,0,2,0,1,0,0,0,0,0,0,-0.166666666666667
"P006004","secular",4,"Male","",27,17,62.962962962963,0.5,0.5,0.5,NA,1,0.25,1,0,NA,NA,NA,0,NA,2,6,2,0,2,4,1,1,0,0,0,1,0,0
"P006004","secular",5,"Female","",25,15,60,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,5,3,0,3,2,0,0,0,0,0,0,0,0
"P006005","religious",1,"Female","",26,15,57.6923076923077,0.6,-0.2,0.5,1,1,-1,0,1,NA,NA,NA,NA,1,5,5,4,1,1,4,1,1,0,0,0,0,1,0.8
"P006007","secular",1,"Male","",29,17,58.6206896551724,0,0.9,0,0,0.875,1,0.833333333333333,NA,-1,NA,NA,NA,NA,4,5,3,1,4,1,3,0,2,0,0,0,0,-0.9
"P006010","secular",1,"Female","",31,18,58.0645161290323,0.125,0.5,0.142857142857143,0,0.833333333333333,0.25,1,NA,NA,NA,NA,NA,NA,8,7,7,1,3,4,2,0,0,0,0,0,0,-0.375
"P006011","secular",1,"Female","",27,14,51.8518518518518,0,0.2,0,NA,1,-0.333333333333333,1,NA,NA,NA,NA,NA,NA,3,5,3,0,2,3,2,0,0,0,0,0,0,-0.2
"P006012","secular",1,"Male","",30,16,53.3333333333333,0.4,0.833333333333333,0.333333333333333,0.5,0.875,0.833333333333333,1,NA,NA,NA,NA,NA,NA,5,9,3,2,4,6,2,0,0,0,0,0,0,-0.433333333333333
"P006012","secular",2,"Male","",34,15,44.1176470588235,0.75,0.642857142857143,1,0.5,0.833333333333333,0.5,NA,NA,NA,NA,NA,NA,NA,4,7,2,2,3,4,0,0,0,0,0,0,0,0.107142857142857
"P006012","secular",3,"Male","",34,17,50,-0.5,0.621212121212121,-1,0,0.375,0.791666666666667,0.777777777777778,0,NA,NA,NA,0,NA,2,11,1,1,4,8,3,1,0,0,0,1,0,-1.12121212121212
"P006012","secular",4,"Female","",39,15,38.4615384615385,-0.333333333333333,-0.3,-0.25,-0.5,0.166666666666667,-1,NA,NA,NA,NA,NA,NA,NA,6,5,4,2,3,2,0,0,0,0,0,0,0,-0.0333333333333333
"P006012","secular",5,"Male","",31,14,45.1612903225806,0.25,0.785714285714286,0,0.5,0.833333333333333,0.8,1,NA,NA,NA,NA,NA,NA,4,7,2,2,3,5,2,0,0,0,0,0,0,-0.535714285714286
"P006013","secular",1,"Male","",23,11,47.8260869565217,NA,0.888888888888889,NA,NA,1,0.866666666666667,0.833333333333333,NA,NA,NA,NA,NA,NA,0,6,0,0,1,5,4,0,0,0,0,0,0,NA
"P006013","secular",2,"Male","",30,19,63.3333333333333,0.5,0.954545454545455,0.5,0.666666666666667,0.928571428571429,1,1,NA,NA,NA,NA,NA,NA,6,11,4,3,7,5,4,0,0,0,0,0,0,-0.454545454545455
"P006013","secular",3,"Male","",28,18,64.2857142857143,1,0.333333333333333,1,1,1,0.2,1,NA,NA,NA,NA,NA,NA,4,6,3,1,1,5,3,0,0,0,0,0,0,0.666666666666667
"P006013","secular",4,"Male","",30,18,60,0.666666666666667,0.9,1,0.5,0.833333333333333,1,0.833333333333333,1,NA,NA,NA,NA,1,3,5,1,2,3,2,6,1,0,0,0,0,1,-0.233333333333333
"P006013","secular",5,"Male","",30,19,63.3333333333333,0.75,0.0714285714285714,1,0,0.166666666666667,0,-0.333333333333333,NA,NA,NA,NA,NA,NA,4,7,3,1,3,4,3,0,0,0,0,0,0,0.678571428571429
"P006014","secular",1,"Male","",26,18,69.2307692307692,0.5,0.928571428571429,NA,0.5,0.875,1,1,NA,-1,NA,NA,NA,NA,2,7,0,2,4,3,3,0,1,0,0,0,0,-0.428571428571429
"P006015","secular",1,"Female","",33,20,60.6060606060606,0.333333333333333,0.805555555555555,0.4,0,0.75,0.833333333333333,0.866666666666667,-0.5,NA,-1,NA,-0.5,NA,6,6,5,1,2,4,5,1,0,1,0,1,0,-0.472222222222222
"P006015","secular",2,"Unknown","Child",20,11,55,0.6,0.3,0.5,0.666666666666667,0.75,0,1,NA,NA,NA,NA,NA,NA,5,5,2,3,2,3,1,0,0,0,0,0,0,0.3
"P006015","secular",4,"Male","Figure (Seated",17,12,70.5882352941177,0,0.3,0,0,0.75,0,0,NA,NA,NA,NA,NA,NA,2,5,1,1,2,3,2,0,0,0,0,0,0,-0.3
"P006015","secular",5,"Male","Figure (Standing",23,13,56.5217391304348,0.5,0.642857142857143,0.5,0.5,0.833333333333333,0.5,1,1,NA,1,NA,NA,1,4,7,2,2,3,4,1,1,0,1,0,0,1,-0.142857142857143
"P006016","secular",1,"Male","",39,25,64.1025641025641,0.833333333333333,0.712121212121212,1,0.666666666666667,0.875,0.333333333333333,0.833333333333333,0,NA,NA,NA,NA,NA,6,11,3,3,4,7,4,1,0,0,0,0,0,0.121212121212121
"P006017","religious",1,"Male","",20,11,55,0.5,1,0.5,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,3,2,0,2,1,4,0,0,0,0,0,0,-0.5
"P006017","religious",2,"Male","",23,12,52.1739130434783,0.666666666666667,0.625,1,0,0.75,0.5,1,NA,NA,NA,NA,NA,NA,3,4,2,1,2,2,2,0,0,0,0,0,0,0.0416666666666666
"P006017","religious",3,"Female","",18,9,50,0.5,1,0,1,1,NA,1,1,NA,NA,NA,NA,1,2,1,1,1,1,0,1,3,0,0,0,0,3,-0.5
"P006017","religious",4,"Male","",17,11,64.7058823529412,0,0.833333333333333,-0.5,0.5,0.75,-1,1,NA,-1,NA,NA,NA,NA,4,3,2,2,2,1,2,0,1,0,0,0,0,-0.833333333333333
"P006017","religious",5,"Male","",15,7,46.6666666666667,0,1,0,NA,1,NA,0,1,NA,NA,NA,NA,1,1,2,1,0,2,0,1,1,0,0,0,0,1,-1
"P006020","secular",1,"Male","",21,9,42.8571428571429,0.5,-0.1,1,0,0.75,-0.666666666666667,1,NA,NA,NA,NA,NA,NA,2,5,1,1,2,3,1,0,0,0,0,0,0,0.6
"P006020","secular",2,"Male","",12,8,66.6666666666667,0,-0.125,NA,0,0.75,-1,1,NA,NA,NA,NA,NA,NA,1,4,0,1,2,2,1,0,0,0,0,0,0,0.125
"P006020","secular",3,"Male","",19,9,47.3684210526316,0.5,0.875,1,0,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,2,4,1,1,3,2,2,0,0,0,0,0,0,-0.375
"P006020","secular",4,"Female","",19,9,47.3684210526316,0.5,0.1,1,0,0.833333333333333,-0.333333333333333,1,NA,NA,NA,NA,NA,NA,2,5,1,1,3,3,1,0,0,0,0,0,0,0.4
"P006020","secular",5,"Female","",16,7,43.75,0,-0.125,NA,0,0.75,-1,1,NA,NA,NA,NA,NA,NA,1,4,0,1,2,2,1,0,0,0,0,0,0,0.125
"P006025","secular",1,"Male","",27,12,44.4444444444444,0.5,0.537037037037037,0.666666666666667,0,0.833333333333333,0.388888888888889,0.777777777777778,1,NA,NA,NA,1,NA,4,9,3,1,3,6,3,1,0,0,0,1,0,-0.0370370370370371
"P006025","secular",2,"Male","",28,12,42.8571428571429,0.666666666666667,1,0.5,1,1,1,1,1,NA,NA,1,NA,1,3,5,2,1,2,3,2,1,0,0,1,0,1,-0.333333333333333
"P006025","secular",3,"Female","",23,13,56.5217391304348,0.333333333333333,0.875,0,0.5,0.833333333333333,1,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,3,1,0,0,0,0,0,0,0,-0.541666666666667
"P006025","secular",4,"Male","",32,18,56.25,0.0714285714285714,0.75,-0.1,0.5,0.833333333333333,0.714285714285714,1,1,NA,-1,NA,NA,1,7,10,5,2,3,7,1,1,0,1,0,0,1,-0.678571428571429
"P006025","secular",5,"Male","",35,15,42.8571428571429,0.333333333333333,0.9375,0.5,0,0.875,1,0,1,NA,NA,NA,NA,1,3,8,2,1,4,4,1,1,0,0,0,0,1,-0.604166666666667
"P006026","religious",1,"Male","",32,18,56.25,0.666666666666667,0.642857142857143,1,0.5,0.375,1,1,0,NA,NA,NA,0,NA,3,7,1,2,4,3,3,1,0,0,0,1,0,0.0238095238095237
"P006026","religious",2,"Female","",30,19,63.3333333333333,0.5,-0.0833333333333333,0.333333333333333,0.666666666666667,0.833333333333333,-1,-1,NA,NA,NA,NA,NA,NA,6,6,3,3,3,3,1,0,0,0,0,0,0,0.583333333333333
"P006027","secular",1,"Male","",26,11,42.3076923076923,0,-0.333333333333333,0,NA,1,-1,1,NA,NA,NA,NA,NA,NA,1,3,1,0,1,2,2,0,0,0,0,0,0,0.333333333333333
"P006027","secular",2,"Male","",18,11,61.1111111111111,0.666666666666667,0.625,1,0,0.75,0.5,1,NA,NA,NA,NA,NA,NA,3,4,2,1,2,2,3,0,0,0,0,0,0,0.0416666666666666
"P006027","secular",3,"Female","",18,13,72.2222222222222,0.75,0.75,0.833333333333333,0.75,0.75,NA,1,-0.5,NA,-1,NA,-0.5,NA,8,2,6,4,2,0,1,1,0,1,0,1,0,0
"P006027","secular",4,"Male","",16,9,56.25,0.333333333333333,0.5,0,0.5,0.75,0.333333333333333,1,NA,NA,NA,NA,NA,NA,3,5,1,2,2,3,2,0,0,0,0,0,0,-0.166666666666667
"P006027","secular",5,"Female","",20,15,75,0.571428571428571,0.625,0.6,0.5,0.833333333333333,0,1,-0.25,NA,-1,NA,-0.25,NA,7,4,5,2,3,1,2,2,0,1,0,2,0,-0.0535714285714286
"P006028","secular",1,"Male","",35,14,40,0.5,0.383333333333333,1,0,0.9,-0.533333333333333,0.333333333333333,NA,NA,NA,NA,NA,NA,2,10,1,1,5,5,1,0,0,0,0,0,0,0.116666666666667
"P006029","secular",1,"Female","",30,17,56.6666666666667,0,0.0714285714285714,-0.5,0.5,0.833333333333333,-1,0.666666666666667,NA,NA,NA,NA,NA,NA,4,7,2,2,3,4,3,0,0,0,0,0,0,-0.0714285714285714
"P006029","secular",2,"Male","",26,14,53.8461538461538,0,1,1,-1,1,0,1,NA,NA,NA,NA,NA,NA,2,5,1,1,3,2,1,0,0,0,0,0,0,-1
"P006030","secular",1,"Male","",38,19,50,0.285714285714286,0.833333333333333,0.333333333333333,0,0.875,0.8,1,NA,NA,1,NA,NA,NA,7,9,6,1,4,5,4,0,0,1,0,0,0,-0.547619047619048
"P006030","secular",2,"Male","",29,14,48.2758620689655,0.5,0.1,1,0,0.833333333333333,-1,0.625,1,NA,NA,NA,1,1,2,5,1,1,3,2,4,2,0,0,0,1,1,0.4
"P006033","secular",1,"Male","",18,11,61.1111111111111,0.333333333333333,0.875,0.5,0,0.5,1,1,NA,NA,NA,NA,NA,NA,3,4,2,1,1,3,2,0,0,0,0,0,0,-0.541666666666667
"P006033","secular",2,"Female","",19,8,42.1052631578947,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,6,1,0,0,6,0,0,0,0,0,0,0,1
"P006033","secular",3,"Male","",20,10,50,0.5,0.875,NA,0.5,0.5,1,1,1,NA,-1,NA,NA,1,2,4,0,2,1,3,3,1,0,1,0,0,1,-0.375
"P006033","secular",4,"Female","",16,6,37.5,0,-0.375,0,0,0.5,-0.666666666666667,NA,-0.5,NA,-1,NA,-0.5,NA,2,4,1,1,1,3,0,1,0,1,0,1,0,0.375
"P006033","secular",5,"Male","",19,6,31.5789473684211,0,0.833333333333333,NA,0,0.5,1,1,NA,NA,NA,NA,NA,NA,1,3,0,1,1,2,3,0,0,0,0,0,0,-0.833333333333333
"P006035","secular",1,"Female","",20,12,60,0.75,0.125,1,0,0.75,-0.5,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,2,2,0,0,0,0,0,0,0,0.625
"P006035","secular",2,"Female","",20,16,80,0.5,1,0.333333333333333,1,NA,1,1,1,-1,NA,NA,NA,1,4,2,3,1,0,2,3,1,1,0,0,0,1,-0.5
"P006035","secular",3,"Female","",15,7,46.6666666666667,NA,0,NA,NA,1,-1,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,1,1,0,0,0,0,0,0,0,NA
"P006035","secular",4,"Female","",24,15,62.5,0.8,0.1,1,0.666666666666667,0.833333333333333,-1,NA,NA,-1,NA,NA,NA,NA,5,5,3,3,3,2,0,0,1,0,0,0,0,0.7
"P006035","secular",5,"Male","",3,3,100,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,NA
"P006037","secular",1,"Female","",30,17,56.6666666666667,-0.25,0.357142857142857,0,-0.5,0.75,-0.2,0,NA,NA,NA,NA,NA,NA,2,7,1,1,2,5,1,0,0,0,0,0,0,-0.607142857142857
"P006037","secular",2,"Female","",35,18,51.4285714285714,0.428571428571429,0.25,0.5,0,0.875,-1,1,NA,NA,NA,NA,NA,NA,7,6,6,1,4,2,2,0,0,0,0,0,0,0.178571428571429
"P006038","secular",1,"Female","",41,23,56.0975609756098,0.285714285714286,0.5,0.6,0,0.875,0.111111111111111,1,1,NA,NA,NA,NA,1,7,13,5,3,4,9,2,1,0,0,0,0,1,-0.214285714285714
"P006039","religious",1,"Male","",27,15,55.5555555555556,0.333333333333333,0.357142857142857,0.4,0,0.833333333333333,-0.5,1,NA,NA,NA,NA,NA,NA,6,7,5,1,3,4,1,0,0,0,0,0,0,-0.0238095238095238
"P006039","religious",2,"Female","",34,19,55.8823529411765,0.75,0.9,0.833333333333333,0.666666666666667,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,8,5,6,3,3,2,1,0,0,0,0,0,0,-0.15
"P006039","religious",3,"Male","",26,14,53.8461538461538,0.333333333333333,0.375,0.4,0,0.833333333333333,-1,1,1,NA,NA,NA,NA,1,6,4,5,1,3,1,1,2,0,0,0,0,2,-0.0416666666666667
"P006039","religious",4,"Female","",27,12,44.4444444444444,0.6,0.9,0.666666666666667,0.5,0.875,1,NA,NA,NA,NA,NA,NA,NA,5,5,3,2,4,1,0,0,0,0,0,0,0,-0.3
"P006039","religious",5,"Male","",25,12,48,0.5,0.5,1,0,0.833333333333333,-0.25,0,NA,NA,NA,NA,NA,NA,2,7,1,1,3,4,1,0,0,0,0,0,0,0
"P006042","secular",1,"Female","",25,13,52,0.333333333333333,0.785714285714286,0.5,0,0.875,0.666666666666667,1,NA,NA,NA,NA,NA,NA,3,7,2,1,4,3,3,0,0,0,0,0,0,-0.452380952380952
"P006042","secular",2,"Male","",22,13,59.0909090909091,0,0.875,NA,0,0.833333333333333,1,1,1,NA,NA,NA,NA,1,1,4,0,1,3,1,3,1,0,0,0,0,1,-0.875
"P006042","secular",3,"Male","",23,11,47.8260869565217,0.333333333333333,0.75,0,0.5,0.75,NA,1,NA,NA,NA,NA,NA,NA,3,2,1,2,2,0,2,0,0,0,0,0,0,-0.416666666666667
"P006042","secular",4,"Male","",23,11,47.8260869565217,0.25,1,0,0.333333333333333,1,NA,1,NA,-1,NA,NA,NA,NA,4,1,1,3,1,0,1,0,1,0,0,0,0,-0.75
"P006042","secular",5,"Male","",25,15,60,0.25,-0.125,NA,0.25,0.75,-1,-1,NA,-1,NA,NA,NA,NA,4,4,0,4,2,2,1,0,2,0,0,0,0,0.375
"P006045","secular",1,"Male","",24,14,58.3333333333333,0.5,0.729166666666667,1,0,0.875,0.583333333333333,0.833333333333333,NA,NA,NA,NA,NA,NA,2,8,1,1,4,4,4,0,0,0,0,0,0,-0.229166666666667
"P006046","secular",1,"Female","",22,11,50,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,4,0,0,2,3,2,0,0,0,0,0,0,NA
"P006046","secular",2,"Female","",25,13,52,0.75,0.5,1,0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,1,2,0,0,0,0,0,0,0,0.25
"P006047","secular",1,"Male","",26,14,53.8461538461538,0.5,0.722222222222222,1,0,0.833333333333333,0.666666666666667,1,NA,NA,NA,NA,NA,NA,2,9,1,1,3,6,2,0,0,0,0,0,0,-0.222222222222222
"P006047","secular",2,"Female","",23,10,43.4782608695652,0.5,0.1,1,0,0.75,-0.333333333333333,NA,NA,NA,NA,NA,NA,NA,2,5,1,1,2,3,0,0,0,0,0,0,0,0.4
